link,date_time,original_text,length,geo_hint,engagement_signal,product_hint,stage,primary_breakdown_point,channel,root_cause,emotion,emotion_severity,summary_insight,actionability_score_5,fixability_score_5,evidence_strength
https://www.youtube.com/watch?v=GILzovbLD6c&lc=Ugz-qiV_j1GWBZeCslZ4AaABAg.AIp_sYpMtFnAJ33j4J9cjh,2025-07-01 05:30:00,​ @insuranceimpact  bhaiya icici Lombard me try karta hun unhone kaha underwriter decide karenge agar ped lagega to koi dikkat nhi hai mujhe magar co payment ya exclusion karte to me khud policy lene se mana kar sakta hun or vo wo pesa refund kardenge esa bola unhone,267,unknown,0,health,Onboarding & Policy Understanding,Underwriting Decision,Agent / Advisor,Misrepresentation / Incomplete Explanation,Confusion,Medium,"Event: Customer is trying to get a policy from ICICI Lombard. Process: The agent stated that an underwriter will decide if a pre-existing condition (PED) is applicable. Outcome: The customer was told that if PED is applied, they can refuse the policy and get a refund, but they are concerned about co-payment or exclusions.",4,4,Medium
https://www.youtube.com/watch?v=Jwld194ZZJ0&lc=Ugx21TI3VZ-8p9jD41l4AaABAg,2022-06-01 05:30:00,"My Ola S1 Pro was insured (on 06-01-2022) with wrong chassis and engine number and that too at Mumbai RTO instead of Pune. However even after making numerous calls and sending emails to the customer service they were unable to resolve the issue. Finally I had to call ICICI Lombard to sort the issue. I am still not sure whether the engine and chassis number on the registration document, insurance document and the physical vehicle matches or not as the engine number is inside the motor.

Well after that my Ola S1 Pro was finally delivered on 31-01-2022, Just did test drive of around 5 Kms. On 02-02-2022 the whole family was Covid Positive.  100% charged on 08-02-2022 after the quarantine period. On 10-02-2022 evening, it completely went dead when we started it from the parking lot at my residence. It was attended only on 16-02-2022 with numerous calls, emails and SMSs to all the numbers I could get. On 17-02-2022 the RSA came to our residence and took the vehicle with them.
I am still following up on all the numbers that I have including the customer service number and emailing them however there is no response. I was told 3 days back that they have replaced battery pack which was faulty, then another battery pack which was also faulty and now today they are changing the battery pack again. 
On 25-02-2022, the RSA was booked to deliver the vehicle to me however, they returned back half way through saying that there is still some work to be done. They said that one of the brake liver has been broken and that they need to repair/replace that as well.
Today also I called, Ola said they will arrange a call back before 4 pm, however no one called. 
Mr. Atul, as you are based out of Pune can you please cover this story? I am fed up and frustrated by the service and communication from Ola regarding my brand new vehicle.
I have saved all the call recordings and email communication and easily prove all the statements that I have said in the court of law. 
So, far its been a 2 month ordeal for the Ola S1 Pro. I have twitted and used all the social media accounts but so far there has been no resolution to the problem. Hope you cover a negative experience as well from a customer!",2204,"Pune, India",0,unknown,Servicing & Policy Admin,Policy Admin Issue,Digital / App / Website,Process / Documentation Friction,Resignation,High,"Event: Ola S1 Pro delivered with incorrect chassis and engine numbers on insurance documents. Process: Customer made numerous calls and emails to resolve the issue with the insurer, eventually contacting ICICI Lombard. Later, the vehicle became dead, requiring multiple service attempts and replacements for a faulty battery pack, with ongoing issues like a broken brake lever and lack of communication. Outcome: The issue remains unresolved after a two-month ordeal, with continued lack of response and repeated service failures.",3,2,Medium
https://www.youtube.com/watch?v=wK8CzBT5QYk&lc=Ugz3cE4xCWna1fL8UKJ4AaABAg,2020-06-01 05:30:00,I have also bought comprehensive policy(on 25 April with policy no. 3001/198904663/00/000) with all add-ons from icici lombard just because you bought it. Now I have a question : in case of theft or total loss what amount will I get : on road price paid by me or the current on road price of the car as per the RTI of icici lombard,331,unknown,0,unknown,Onboarding & Policy Understanding,Policy Understanding Issue,Unknown,Misrepresentation / Incomplete Explanation,Confusion,Medium,Event: Customer purchased a comprehensive policy from ICICI Lombard based on a recommendation. Process: Customer inquired about the payout amount in case of theft or total loss. Outcome: Customer is seeking clarification on whether the payout will be the initial on-road price paid or the current on-road price.,2,3,Medium
https://www.youtube.com/watch?v=rlUURTRFkfI&lc=UgzH6xhIFrrMmgvSvbB4AaABAg,2023-06-01 05:30:00,"Very bad experience from icici lombard General Insurance.
When i port my car insurance policy from BAJAJ ALLIANZ to ICICI LOMBARD GENERAL INSURANCE 
that time i explained to lombard's Executive that I have taken claim from Bajaj Allianz but Lombard Executive has processed my policy with NCB 20% .
I don't know that what is NCB in car policy ?
Than I paid 6k amount to Icici Lombard according to policy insurer.
Now I am going to take claim. 
Icici Lombard's person has rejected my claim reason is I have taken claim from previous insurer and Icici Lombard's policy has processed with NCB 20%. So claim rejected.

Where is my mistake ? 
I am very disappointed for this incident.
It's biggest racket.

policy किस  बेस  पे  issue की  Lombard ने 
issue करते वक्त इन्हे  previous insurer का claim नही  दिखा 
आज  claim लेने  जा  रहा  हू  तो  इन्हे  previous insurer का  claim दिख  गया",879,unknown,0,car,Servicing & Policy Admin,Claims Experience,Agent / Advisor,Misrepresentation / Incomplete Explanation,Disappointment,High,"Event: Ported car insurance policy from Bajaj Allianz to ICICI Lombard. Process: Explained to ICICI Lombard executive about a previous claim with Bajaj Allianz, but the policy was processed with 20% NCB. Paid Rs 6k. Outcome: Claim rejected by ICICI Lombard because the policy was processed with NCB despite a previous claim. The user is disappointed and calls it a racket.",4,3,Medium
https://www.youtube.com/watch?v=vILphWVXpRA&lc=UgxHgRFJm975cBaoT7B4AaABAg,2023-06-01 05:30:00,Sir mera bike hero ka he iska accicedent hua he aur claim kare to 700 rupiya regitration ka liye he aur bike sahi se bana ke nahi diye hai aur hamare pass ICICI Lombard ka message aye he ki hume yah khusi ho rahi he ki hum ne apke claim ki paisa bhej diya he Rs 3887 rupay ka NEFT ke madhiyam  se transaction I'd bhi aye he aur sir bike sahi bana ke nahi diye he company wale sab rakh liye the 1 party ka claim tha,414,unknown,1,car,Claims Experience,Claims Experience,Claims / TPA,Process / Documentation Friction,Resignation,Medium,"Event: Bike accident. Process: Filed a claim with ICICI Lombard. Paid Rs 700 for registration. Received a message from ICICI Lombard stating Rs 3887 was sent via NEFT. Outcome: The bike was not repaired properly by the company, and they kept all parts. The user is dissatisfied with the repair quality despite receiving the claim amount.",3,2,Medium
https://www.youtube.com/watch?v=F5c4Oz5-pLM&lc=UgzDC4CL-liSCnRJDXx4AaABAg.9IPAqVmIU6s9IPJwQWbcXl,2021-06-01 05:30:00,"Sure bro, as I mentioned earlier I have taken this insurance from icici lombard website. But to get better price i did contact their customer care and asked for discount without reducing IDR value. They offered me Rs. 500 additional discount and send me link for renewal. IDR value for my vehicle is 9L and total premium for bumper to bumper costs me Rs.17273. With is free tracking device. Hope I cleared your doubts. Please feel free to contact me if you need any further details.",482,unknown,1,motor,Servicing & Policy Admin,Unknown,Digital / App / Website,Unknown,Confusion,Medium,"User is asking for help because a pop-up on the ICICI Lombard car insurance website stated that their 'return to invoice' add-on is not applicable during renewal, and they are seeking advice on how to proceed.",3,3,Medium
https://www.youtube.com/watch?v=dHlYjJHcOiI&lc=UgyxbHjfIAbW5RuKPK94AaABAg,2025-06-01 05:30:00,"I have been a policyholder with United India Insurance for over 20 years, covering both myself and my wife. We're both over 65, and despite their attractive offers, ICICI Lombard refused to cover us after learning about my wife's past heart palpitations and my cataract surgeries.

They promote coverage for various conditions from day one but ultimately deny policies when health issues are disclosed. Based on my experience, I strongly advise sticking with your current insurer if you already have a policy. ICICI Lombard's promises seem misleading. For more details, feel free to contact me. 

Thank you.",607,unknown,0,motor,Claims Experience,Unknown,Unknown,Process / Documentation Friction,Resignation,High,"The user states that after having insurance with ICICI Lombard for their new vehicle and making a claim after an accident, the insurance company sent an email six months later stating that their claim would not be approved.",2,2,Medium
https://www.youtube.com/watch?v=iQapdnQIxmU&lc=UgzQYDacfwfP61U4PMd4AaABAg,2022-06-01 05:30:00,i had an incident on ICICI Lombard insurance. They have not claimed my insurance for more than 3 months. After contacting them many many times they finally send the amount. Which was deducted. They are scam ICICI,212,unknown,0,unknown,Claims Experience,Claims Processing,Unknown,Process / Documentation Friction,Anger,High,"Event: Insurance policy. Process: Claim not processed for over 3 months, multiple contacts made. Outcome: Amount finally sent and deducted.",3,3,Low
https://www.youtube.com/watch?v=iQapdnQIxmU&lc=UgwykRWYFWk_TEc1TuV4AaABAg.9OJvAkMidwZ9OV_g1sG67x,2022-06-01 05:30:00,"These guys will try to delay the courier and will reach u in 10th day or 12th day then when we raise question after seeing the document, they will say they will check and revert and finally after the 15th day they'll say now we can't cancel this policy.

This is what I experienced in ICICI LOMBARD.",299,unknown,0,unknown,Servicing & Policy Admin,Policy Cancellation,Agent / Advisor,Process / Documentation Friction,Resignation,Medium,"Event: Policy purchase. Process: Delayed courier, document review, request to cancel after 15 days. Outcome: Policy cannot be cancelled.",2,2,Medium
https://www.youtube.com/watch?v=iQapdnQIxmU&lc=UgybihUOPIRGOhCMY2R4AaABAg.9LrkLffdH8B9M4Hd5pGYl8,2021-06-01 05:30:00, @Preach_and_Teach-fe3vl  I do possess a Healrh Insurance policy from ICICI Lombard.  I pay one time premium of Rs 16k per annum. In 2019 I had to get admitted to the hospital for a cardiac investigation and used the policy. They paid all my expenses and the whole affair was almost cashless. But this scam is alarming from ICICI.,330,unknown,17,health,Claims Experience,Claims Processing,Unknown,unknown,Anger,Medium,"Event: Hospitalization for cardiac investigation in 2019. Process: Used health insurance policy. Outcome: All expenses paid, cashless affair.",1,1,Medium
https://www.youtube.com/watch?v=iQapdnQIxmU&lc=UgylLe_lMIq0SnvP6sZ4AaABAg,2021-06-01 05:30:00,Even I have harassment from ICICI Bank Lombard health insurance policy which they misguided me and activated two policies on my name forced me to pay form my credit card which I am not a aware what exactly it is I was ready to pay one policy but there forced to pay my both policy which are same which I was refused to pay both finally it got settled with lots of phone calls to customer care and lots of email I have worst experience with icici bank in my life,461,unknown,0,health,Onboarding & Policy Understanding,Policy Activation,Bank / Bancassurance,Misrepresentation / Incomplete Explanation,Anger,High,"Event: Misguided activation of two health insurance policies. Process: Forced payment from credit card for both policies, refusal to pay for both, multiple calls to customer care and emails. Outcome: Settled after significant effort.",3,3,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgwZPlua4CjJYZBNnOx4AaABAg,2026-03-01 05:30:00,Icici Lombard mat lena 1 saal maine xuv700 ke liye liya magr 2 case me hi samjh aagya ki ye bahut chutiya banati hai company wale .. aakh mund ke maine showroom wale se samjh kar Tata AIG liya aur  itna pareshani nhi hui jab maine xuv700 ka clame liya koi pareshani nhi hui kabhi call tak nhi kiya kya kab kaise huaa wahi agr ICICI Lombard wale hote to pata nhi kitna bakchodi karta thanks for Tata AIG general insurance company,428,unknown,1,unknown,Claims Experience,Claims Processing,Agent / Advisor,Misrepresentation / Incomplete Explanation,Anger,High,Event: Purchased XUV700 insurance from ICICI Lombard for 1 year. Process: Experienced issues in 2 claims. Outcome: Realized ICICI Lombard is a fraudulent company and switched to Tata AIG for a smoother claim experience.,3,2,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgxeeGmDRk9mXM-Wzal4AaABAg,2026-03-01 05:30:00,"So it turns out that ICICI Lombard were cheaping their way out to pay the most minimal amount of money for a car that also is more of a liability than an asset, whilst the people at mahindra openly said ""do no repair it"". ICICI Lombard and Mahindra just literally chopped their own foot of with an axe. Paise Bachane ke chakar mai ye ghatiya log kisi aur ki  jaan ko risk mak daalte hai ye log, this is absolutely disgusting. AND above all ye to VENOMS TECH ke saath hua, socho an average consumer ke saath kitna bura hota hoga. Absolutely Vile and Disgusting.",560,unknown,0,unknown,Claims Experience,Claims Settlement,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,"Event: A car was declared a liability by Mahindra, and ICICI Lombard paid a minimal amount for it. Process: ICICI Lombard and Mahindra prioritized saving money over safety. Outcome: The user finds this practice vile and disgusting, especially considering the potential risk to average consumers.",4,3,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgzsXLixuQ87Mxbh1uJ4AaABAg,2026-03-01 05:30:00,Mahindra's issue is after sales service. All companies are facing the same. I faced similar issues with Creta EV where I wanted to get somethings repaired and serviced and the costing given by the dealer and insurer was way-off from actual costing. The bugger issue here is the way ICICI Lomabard handled the situation. They could gsve handled the situation in a better manner. Mahindra should have also handled thr quakity (not price) of after sales better.,458,unknown,0,unknown,Claims Experience,Claims Processing,Claims / TPA,Process / Documentation Friction,Confusion,Medium,"Event: Faced issues with car repair and servicing costs for a Creta EV. Process: The costing from the dealer and insurer (ICICI Lombard) was significantly different from actual costs. Outcome: ICICI Lombard handled the situation poorly, and Mahindra's after-sales quality was also subpar.",3,2,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=Ugw7E-KZ80mtNQKcFQ94AaABAg,2026-03-01 05:30:00,@Venomstech: I recall that long back Acko had declared a Polo as total loss since the repair cost of that flood damaged Polo was around 27 lacs. Hats off to ICICI Lombard & MnM for pulling off this Guinness  world record worthy feat! And hope you’ve got your lesson of promoting ‘Make in India’ with the sticker ‘Proudly made in Bharat’ & would now buy German only.,365,unknown,12,unknown,Claims Experience,Claims Settlement,Claims / TPA,Misrepresentation / Incomplete Explanation,Anger,High,"Event: ICICI Lombard and Mahindra declared a flood-damaged Polo as a total loss, paying a minimal amount, which the user compares to a 'Guinness world record feat'. Process: The user implies this was a cost-saving measure by ICICI Lombard. Outcome: The user expresses sarcasm and suggests the promoter should now buy German cars instead of 'Make in India' ones.",4,3,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=Ugx7HRuTN_baPKUaT_54AaABAg,2026-03-01 05:30:00,ICICI Lombard ke mkc they are only selling only insurance not good services. They also have no claim of my car also even i truly declared my true facts and that car is registered on my mother name even they do no claim.. they are thef now not a insurance company,262,unknown,0,motor,Claims Experience,Claims Experience,Claims / TPA,Process / Documentation Friction,Anger,High,"Customer had a major accident, filed a claim with ICICI Lombard, and experienced pathetic service. Redressal was obtained after 5.5 months of pressure tactics, causing further mental distress.",3,2,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgwsOOmoL4JhqwpXpHZ4AaABAg,2026-03-01 05:30:00,"Bhai tum kitni hi tareef krlo pr mahindra ko yeh sb dekhna bahut jruuri hai.. or icici lombard ke sath personal experience h bhai...


Free mai bhi mt lena icici lombard ka insurance....

@mahindra should provide u a new car..

And brother dont ever put ur video down... fight longer file consumer case, complaint in irdai...",325,unknown,0,motor,Claims Experience,Claims Experience,Claims / TPA,Process / Documentation Friction,Anger,High,Customer had an accident on a 6-lane highway due to a pothole and suffered for 6 months. ICICI Lombard provided motor vehicle insurance which is considered the worst.,3,2,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgxfKLMBw8l16FLC5aV4AaABAg,2026-03-01 05:30:00,Very informative and constructive criticism. All points made are genuine and I also highly discourage buying ICICI Lombard insurance and 4 wheel EVs. India's infra is definitely not up to the mark for EVs in general.,216,unknown,0,motor,Claims Experience,Claims Experience,Claims / TPA,Process / Documentation Friction,Anger,High,"Customer had a major accident, and ICICI Lombard denied the total loss. The insurance company is at fault, and this is typical behavior.",3,2,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgxSKtn4E2-nPrhNvwR4AaABAg,2026-03-01 05:30:00,Ek baat to bolunga mai waise tonhar show room pe ye Lombard wale hawsiyonnke tarah apna insurance bechte hai but service genuinely kharab hai mai 3 saal pareshan raha tha  isi wajah se claim raise karenge itta late then thik se settlement bhi nahi denge Mera to bhai worst exp hai baki ...... Dekhlo,299,unknown,0,unknown,Claims Experience,Claims Experience,Agent / Advisor,Process / Documentation Friction,Anger,High,"The user describes a bad experience with ICICI Lombard insurance agents selling policies aggressively, followed by poor service and late claim settlements with inadequate payouts after 3 years of trouble.",2,2,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgyPJczO8WPA_MgpktZ4AaABAg,2026-03-01 05:30:00,"Sabse pehle to ye, ki I'm so relieved to see you are safe. I get a lot of comments from people who look at the dents and perceive a car to be unsafe. But yahan 5 star rating ka impact dikha.
Anyway, while I am aghast, I can't say I am surprised at all. Mahindra is not a customer friendly brand. I never consider Mahindra cars for this reason alone.
I strongly recommend that you file a case with consumer court against both ICICI Lombard as well as Mahindra.
We have been taking such things for granted, ki bhai India me to yehi hota hai. But Yaar agar tumhare jaisa banda bhi yehi soche to bhai bhai tum apne followers ko kaise 'influence' kar paoge. Wish you all the best bro. Stay safe and keep making the great content you do.",731,unknown,0,unknown,Claims Experience,Claims Experience,Unknown,Process / Documentation Friction,Anger,High,"The user strongly recommends filing a case with the consumer court against both ICICI Lombard and Mahindra due to a negative experience, implying issues with claims processing and vehicle repair outcomes.",3,3,Medium
https://www.youtube.com/watch?v=zD_uVGQmdHM&lc=UgzaQc9VtS8amGTNPB94AaABAg,2026-03-01 05:30:00,"Bhai mere Uncle advocate hai icici Lombard ne unka insurance clame reject kiya tha on the base of Just a DL and they don't even call him after 15days he himself called them then they say your claim has been rejected, phir jo m@@chodi hai icici Lombard wali ki unke dosto ne milke kya hi batau saale office se bhag gaye chodh chodh ke bhai India hai aur ye story prayagraj ki hai aur prayagraj ke highcourt ke wakil se galat panga leliya, at last vho ijjat se gaadi banwa ke ghar tak chodke gaye hai 😂😂",501,"Prayagraj, India",0,unknown,Claims Experience,Claims Rejection,Agent / Advisor,Process / Documentation Friction,Anger,High,"Uncle advocate hai icici Lombard ne unka insurance clame reject kiya tha on the base of Just a DL and they don't even call him after 15days he himself called them then they say your claim has been rejected, phir jo m@@chodi hai icici Lombard wali ki unke dosto ne milke kya hi batau saale office se bhag gaye chodh chodh ke bhai India hai aur ye story prayagraj ki hai aur prayagraj ke highcourt ke wakil se galat panga leliya, at last vho ijjat se gaadi banwa ke ghar tak chodke gaye hai 😂😂",3,2,Medium
